UserId,Nodes,Path,Names,Values,ReasonToManager,ReasonInExitInterview 
3303,[ 0  2  7  9 11],node 0-->node 2-->node 7-->node 9-->leaf node 11 (Yes),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->Yes,"node 0: (X[3303,3] (= 4) > 3.996037006378174)-->node 2: (X[3303,1] (= 2) <= 3.9844515323638916)-->node 7: (X[3303,1] (= 2) <= 3.000603675842285)-->node 9: (X[3303,9] (= 0) <= 0.01643943414092064)-->leaf node 11 (Yes)",Family Responsibilities,Rigid Maternity Policy
3304,[ 0  2  7  9 11],node 0-->node 2-->node 7-->node 9-->leaf node 11 (Yes),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->Yes,"node 0: (X[3304,3] (= 4) > 3.996037006378174)-->node 2: (X[3304,1] (= 3) <= 3.9844515323638916)-->node 7: (X[3304,1] (= 3) <= 3.000603675842285)-->node 9: (X[3304,9] (= 0) <= 0.01643943414092064)-->leaf node 11 (Yes)",Repetitive task,Want Challenging task
3305,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3305,3] (= 5) > 3.996037006378174)-->node 2: (X[3305,1] (= 4) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
3306,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3306,3] (= 5) > 3.996037006378174)-->node 2: (X[3306,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
3307,[ 0  2  7  9 11],node 0-->node 2-->node 7-->node 9-->leaf node 11 (Yes),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->Yes,"node 0: (X[3307,3] (= 5) > 3.996037006378174)-->node 2: (X[3307,1] (= 3) <= 3.9844515323638916)-->node 7: (X[3307,1] (= 3) <= 3.000603675842285)-->node 9: (X[3307,9] (= 0) <= 0.01643943414092064)-->leaf node 11 (Yes)",Family Responsibilities,Rigid Maternity Policy
3308,[0 1 4 6],node 0-->node 1-->node 4-->leaf node 6 (No),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->No,"node 0: (X[3308,3] (= 3) <= 3.996037006378174)-->node 1: (X[3308,8] (= 1) > 0.9974051713943481)-->node 4: (X[3308,6] (= 1) > 0.9539861679077148)-->leaf node 6 (No)",,
3309,[ 0  2  7  9 12],node 0-->node 2-->node 7-->node 9-->leaf node 12 (No),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->No,"node 0: (X[3309,3] (= 4) > 3.996037006378174)-->node 2: (X[3309,1] (= 2) <= 3.9844515323638916)-->node 7: (X[3309,1] (= 2) <= 3.000603675842285)-->node 9: (X[3309,9] (= 1) > 0.01643943414092064)-->leaf node 12 (No)",,
3310,[0 1 3],node 0-->node 1-->leaf node 3 (No),PerformanceRating-->MaritalStatus_Married-->No,"node 0: (X[3310,3] (= 3) <= 3.996037006378174)-->node 1: (X[3310,8] (= 0) <= 0.9974051713943481)-->leaf node 3 (No)",,
3311,[ 0  2  7  9 12],node 0-->node 2-->node 7-->node 9-->leaf node 12 (Yes),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->Yes,"node 0: (X[3311,3] (= 4) > 3.996037006378174)-->node 2: (X[3311,1] (= 2) <= 3.9844515323638916)-->node 7: (X[3311,1] (= 2) <= 3.000603675842285)-->node 9: (X[3311,9] (= 1) > 0.01643943414092064)-->leaf node 12 (Yes)",Repetitive task,Want Challenging task
3312,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3312,3] (= 5) > 3.996037006378174)-->node 2: (X[3312,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
3313,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3313,3] (= 4) > 3.996037006378174)-->node 2: (X[3313,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
3314,[0 2 8],node 0-->node 2-->leaf node 8 (No),PerformanceRating-->TrainingHoursLastYear-->No,"node 0: (X[3314,3] (= 5) > 3.996037006378174)-->node 2: (X[3314,1] (= 5) > 3.9844515323638916)-->leaf node 8 (No)",,
3315,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3315,3] (= 4) > 3.996037006378174)-->node 2: (X[3315,1] (= 4) > 3.9844515323638916)-->leaf node 8 (Yes)",Repetitive task,Want Challenging task
3316,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3316,3] (= 5) > 3.996037006378174)-->node 2: (X[3316,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Repetitive task,Want Challenging task
3317,[0 1 4 6],node 0-->node 1-->node 4-->leaf node 6 (Yes),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->Yes,"node 0: (X[3317,3] (= 2) <= 3.996037006378174)-->node 1: (X[3317,8] (= 1) > 0.9974051713943481)-->node 4: (X[3317,6] (= 1) > 0.9539861679077148)-->leaf node 6 (Yes)",Family Responsibilities,Rigid Maternity Policy
3318,[0 1 4 6],node 0-->node 1-->node 4-->leaf node 6 (No),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->No,"node 0: (X[3318,3] (= 3) <= 3.996037006378174)-->node 1: (X[3318,8] (= 1) > 0.9974051713943481)-->node 4: (X[3318,6] (= 1) > 0.9539861679077148)-->leaf node 6 (No)",,
3319,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3319,3] (= 4) > 3.996037006378174)-->node 2: (X[3319,1] (= 4) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
3320,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3320,3] (= 5) > 3.996037006378174)-->node 2: (X[3320,1] (= 4) > 3.9844515323638916)-->leaf node 8 (Yes)",Repetitive task,Want Challenging task
3321,[0 1 4 6],node 0-->node 1-->node 4-->leaf node 6 (No),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->No,"node 0: (X[3321,3] (= 3) <= 3.996037006378174)-->node 1: (X[3321,8] (= 1) > 0.9974051713943481)-->node 4: (X[3321,6] (= 1) > 0.9539861679077148)-->leaf node 6 (No)",,
3322,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3322,3] (= 5) > 3.996037006378174)-->node 2: (X[3322,1] (= 4) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
3323,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3323,3] (= 4) > 3.996037006378174)-->node 2: (X[3323,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
3324,[0 1 4 6],node 0-->node 1-->node 4-->leaf node 6 (No),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->No,"node 0: (X[3324,3] (= 3) <= 3.996037006378174)-->node 1: (X[3324,8] (= 1) > 0.9974051713943481)-->node 4: (X[3324,6] (= 1) > 0.9539861679077148)-->leaf node 6 (No)",,
3325,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3325,3] (= 4) > 3.996037006378174)-->node 2: (X[3325,1] (= 4) > 3.9844515323638916)-->leaf node 8 (Yes)",Repetitive task,Want Challenging task
3326,[0 1 4 6],node 0-->node 1-->node 4-->leaf node 6 (Yes),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->Yes,"node 0: (X[3326,3] (= 3) <= 3.996037006378174)-->node 1: (X[3326,8] (= 1) > 0.9974051713943481)-->node 4: (X[3326,6] (= 1) > 0.9539861679077148)-->leaf node 6 (Yes)",Family Responsibilities,Rigid Maternity Policy
3327,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3327,3] (= 5) > 3.996037006378174)-->node 2: (X[3327,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
3328,[0 1 3],node 0-->node 1-->leaf node 3 (No),PerformanceRating-->MaritalStatus_Married-->No,"node 0: (X[3328,3] (= 3) <= 3.996037006378174)-->node 1: (X[3328,8] (= 0) <= 0.9974051713943481)-->leaf node 3 (No)",,
3329,[0 1 4 6],node 0-->node 1-->node 4-->leaf node 6 (Yes),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->Yes,"node 0: (X[3329,3] (= 3) <= 3.996037006378174)-->node 1: (X[3329,8] (= 1) > 0.9974051713943481)-->node 4: (X[3329,6] (= 1) > 0.9539861679077148)-->leaf node 6 (Yes)",Family Responsibilities,Rigid Maternity Policy
3330,[0 1 4 5],node 0-->node 1-->node 4-->leaf node 5 (No),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->No,"node 0: (X[3330,3] (= 3) <= 3.996037006378174)-->node 1: (X[3330,8] (= 1) > 0.9974051713943481)-->node 4: (X[3330,6] (= 0) <= 0.9539861679077148)-->leaf node 5 (No)",,
3331,[0 1 4 6],node 0-->node 1-->node 4-->leaf node 6 (No),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->No,"node 0: (X[3331,3] (= 3) <= 3.996037006378174)-->node 1: (X[3331,8] (= 1) > 0.9974051713943481)-->node 4: (X[3331,6] (= 1) > 0.9539861679077148)-->leaf node 6 (No)",,
3332,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3332,3] (= 5) > 3.996037006378174)-->node 2: (X[3332,1] (= 4) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
3333,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3333,3] (= 4) > 3.996037006378174)-->node 2: (X[3333,1] (= 4) > 3.9844515323638916)-->leaf node 8 (Yes)",Family Responsibilities,Rigid Maternity Policy
3334,[0 1 3],node 0-->node 1-->leaf node 3 (No),PerformanceRating-->MaritalStatus_Married-->No,"node 0: (X[3334,3] (= 3) <= 3.996037006378174)-->node 1: (X[3334,8] (= 0) <= 0.9974051713943481)-->leaf node 3 (No)",,
3335,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3335,3] (= 4) > 3.996037006378174)-->node 2: (X[3335,1] (= 4) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
3336,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3336,3] (= 4) > 3.996037006378174)-->node 2: (X[3336,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Family Responsibilities,Rigid Maternity Policy
3337,[ 0  2  7  9 11],node 0-->node 2-->node 7-->node 9-->leaf node 11 (No),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->No,"node 0: (X[3337,3] (= 4) > 3.996037006378174)-->node 2: (X[3337,1] (= 2) <= 3.9844515323638916)-->node 7: (X[3337,1] (= 2) <= 3.000603675842285)-->node 9: (X[3337,9] (= 0) <= 0.01643943414092064)-->leaf node 11 (No)",,
3338,[0 1 4 6],node 0-->node 1-->node 4-->leaf node 6 (No),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->No,"node 0: (X[3338,3] (= 3) <= 3.996037006378174)-->node 1: (X[3338,8] (= 1) > 0.9974051713943481)-->node 4: (X[3338,6] (= 1) > 0.9539861679077148)-->leaf node 6 (No)",,
3339,[0 2 8],node 0-->node 2-->leaf node 8 (No),PerformanceRating-->TrainingHoursLastYear-->No,"node 0: (X[3339,3] (= 4) > 3.996037006378174)-->node 2: (X[3339,1] (= 4) > 3.9844515323638916)-->leaf node 8 (No)",,
3340,[ 0  2  7  9 11],node 0-->node 2-->node 7-->node 9-->leaf node 11 (No),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->No,"node 0: (X[3340,3] (= 5) > 3.996037006378174)-->node 2: (X[3340,1] (= 3) <= 3.9844515323638916)-->node 7: (X[3340,1] (= 3) <= 3.000603675842285)-->node 9: (X[3340,9] (= 0) <= 0.01643943414092064)-->leaf node 11 (No)",,
3341,[0 1 3],node 0-->node 1-->leaf node 3 (No),PerformanceRating-->MaritalStatus_Married-->No,"node 0: (X[3341,3] (= 3) <= 3.996037006378174)-->node 1: (X[3341,8] (= 0) <= 0.9974051713943481)-->leaf node 3 (No)",,
3342,[0 2 8],node 0-->node 2-->leaf node 8 (No),PerformanceRating-->TrainingHoursLastYear-->No,"node 0: (X[3342,3] (= 5) > 3.996037006378174)-->node 2: (X[3342,1] (= 4) > 3.9844515323638916)-->leaf node 8 (No)",,
3343,[ 0  2  7  9 11],node 0-->node 2-->node 7-->node 9-->leaf node 11 (Yes),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->Yes,"node 0: (X[3343,3] (= 4) > 3.996037006378174)-->node 2: (X[3343,1] (= 3) <= 3.9844515323638916)-->node 7: (X[3343,1] (= 3) <= 3.000603675842285)-->node 9: (X[3343,9] (= 0) <= 0.01643943414092064)-->leaf node 11 (Yes)",Family Responsibilities,Rigid Maternity Policy
3344,[0 2 8],node 0-->node 2-->leaf node 8 (No),PerformanceRating-->TrainingHoursLastYear-->No,"node 0: (X[3344,3] (= 4) > 3.996037006378174)-->node 2: (X[3344,1] (= 5) > 3.9844515323638916)-->leaf node 8 (No)",,
3345,[0 2 8],node 0-->node 2-->leaf node 8 (No),PerformanceRating-->TrainingHoursLastYear-->No,"node 0: (X[3345,3] (= 5) > 3.996037006378174)-->node 2: (X[3345,1] (= 4) > 3.9844515323638916)-->leaf node 8 (No)",,
3346,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3346,3] (= 4) > 3.996037006378174)-->node 2: (X[3346,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
3347,[0 1 3],node 0-->node 1-->leaf node 3 (No),PerformanceRating-->MaritalStatus_Married-->No,"node 0: (X[3347,3] (= 3) <= 3.996037006378174)-->node 1: (X[3347,8] (= 0) <= 0.9974051713943481)-->leaf node 3 (No)",,
3348,[0 2 8],node 0-->node 2-->leaf node 8 (No),PerformanceRating-->TrainingHoursLastYear-->No,"node 0: (X[3348,3] (= 4) > 3.996037006378174)-->node 2: (X[3348,1] (= 5) > 3.9844515323638916)-->leaf node 8 (No)",,
3349,[0 1 3],node 0-->node 1-->leaf node 3 (No),PerformanceRating-->MaritalStatus_Married-->No,"node 0: (X[3349,3] (= 3) <= 3.996037006378174)-->node 1: (X[3349,8] (= 0) <= 0.9974051713943481)-->leaf node 3 (No)",,
3350,[0 2 8],node 0-->node 2-->leaf node 8 (No),PerformanceRating-->TrainingHoursLastYear-->No,"node 0: (X[3350,3] (= 4) > 3.996037006378174)-->node 2: (X[3350,1] (= 4) > 3.9844515323638916)-->leaf node 8 (No)",,
3351,[0 1 4 6],node 0-->node 1-->node 4-->leaf node 6 (Yes),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->Yes,"node 0: (X[3351,3] (= 2) <= 3.996037006378174)-->node 1: (X[3351,8] (= 1) > 0.9974051713943481)-->node 4: (X[3351,6] (= 1) > 0.9539861679077148)-->leaf node 6 (Yes)",Family Responsibilities,Rigid Maternity Policy
3352,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3352,3] (= 4) > 3.996037006378174)-->node 2: (X[3352,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Repetitive task,Want Challenging task
3353,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3353,3] (= 4) > 3.996037006378174)-->node 2: (X[3353,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
3354,[ 0  2  7  9 11],node 0-->node 2-->node 7-->node 9-->leaf node 11 (Yes),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->Yes,"node 0: (X[3354,3] (= 4) > 3.996037006378174)-->node 2: (X[3354,1] (= 2) <= 3.9844515323638916)-->node 7: (X[3354,1] (= 2) <= 3.000603675842285)-->node 9: (X[3354,9] (= 0) <= 0.01643943414092064)-->leaf node 11 (Yes)",Repetitive task,Want Challenging task
3355,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3355,3] (= 5) > 3.996037006378174)-->node 2: (X[3355,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
3356,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3356,3] (= 4) > 3.996037006378174)-->node 2: (X[3356,1] (= 4) > 3.9844515323638916)-->leaf node 8 (Yes)",Family Responsibilities,Rigid Maternity Policy
3357,[0 2 8],node 0-->node 2-->leaf node 8 (No),PerformanceRating-->TrainingHoursLastYear-->No,"node 0: (X[3357,3] (= 4) > 3.996037006378174)-->node 2: (X[3357,1] (= 5) > 3.9844515323638916)-->leaf node 8 (No)",,
3358,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3358,3] (= 4) > 3.996037006378174)-->node 2: (X[3358,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Repetitive task,Want Challenging task
3359,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3359,3] (= 5) > 3.996037006378174)-->node 2: (X[3359,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
3360,[0 1 4 6],node 0-->node 1-->node 4-->leaf node 6 (Yes),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->Yes,"node 0: (X[3360,3] (= 3) <= 3.996037006378174)-->node 1: (X[3360,8] (= 1) > 0.9974051713943481)-->node 4: (X[3360,6] (= 1) > 0.9539861679077148)-->leaf node 6 (Yes)",Family Responsibilities,Rigid Maternity Policy
3361,[ 0  2  7  9 12],node 0-->node 2-->node 7-->node 9-->leaf node 12 (Yes),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->Yes,"node 0: (X[3361,3] (= 4) > 3.996037006378174)-->node 2: (X[3361,1] (= 2) <= 3.9844515323638916)-->node 7: (X[3361,1] (= 2) <= 3.000603675842285)-->node 9: (X[3361,9] (= 1) > 0.01643943414092064)-->leaf node 12 (Yes)",Repetitive task,Want Challenging task
3362,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3362,3] (= 4) > 3.996037006378174)-->node 2: (X[3362,1] (= 4) > 3.9844515323638916)-->leaf node 8 (Yes)",Family Responsibilities,Rigid Maternity Policy
3363,[ 0  2  7  9 12],node 0-->node 2-->node 7-->node 9-->leaf node 12 (Yes),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->Yes,"node 0: (X[3363,3] (= 5) > 3.996037006378174)-->node 2: (X[3363,1] (= 2) <= 3.9844515323638916)-->node 7: (X[3363,1] (= 2) <= 3.000603675842285)-->node 9: (X[3363,9] (= 1) > 0.01643943414092064)-->leaf node 12 (Yes)",Repetitive task,Want Challenging task
3364,[0 1 4 6],node 0-->node 1-->node 4-->leaf node 6 (Yes),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->Yes,"node 0: (X[3364,3] (= 2) <= 3.996037006378174)-->node 1: (X[3364,8] (= 1) > 0.9974051713943481)-->node 4: (X[3364,6] (= 1) > 0.9539861679077148)-->leaf node 6 (Yes)",Family Responsibilities,Rigid Maternity Policy
3365,[0 2 8],node 0-->node 2-->leaf node 8 (No),PerformanceRating-->TrainingHoursLastYear-->No,"node 0: (X[3365,3] (= 4) > 3.996037006378174)-->node 2: (X[3365,1] (= 4) > 3.9844515323638916)-->leaf node 8 (No)",,
3366,[0 1 3],node 0-->node 1-->leaf node 3 (No),PerformanceRating-->MaritalStatus_Married-->No,"node 0: (X[3366,3] (= 3) <= 3.996037006378174)-->node 1: (X[3366,8] (= 0) <= 0.9974051713943481)-->leaf node 3 (No)",,
3367,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3367,3] (= 5) > 3.996037006378174)-->node 2: (X[3367,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Family Responsibilities,Rigid Maternity Policy
3368,[ 0  2  7  9 12],node 0-->node 2-->node 7-->node 9-->leaf node 12 (Yes),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->Yes,"node 0: (X[3368,3] (= 4) > 3.996037006378174)-->node 2: (X[3368,1] (= 2) <= 3.9844515323638916)-->node 7: (X[3368,1] (= 2) <= 3.000603675842285)-->node 9: (X[3368,9] (= 1) > 0.01643943414092064)-->leaf node 12 (Yes)",Repetitive task,Want Challenging task
3369,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3369,3] (= 5) > 3.996037006378174)-->node 2: (X[3369,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
3370,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3370,3] (= 4) > 3.996037006378174)-->node 2: (X[3370,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
3371,[ 0  2  7  9 12],node 0-->node 2-->node 7-->node 9-->leaf node 12 (Yes),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->Yes,"node 0: (X[3371,3] (= 5) > 3.996037006378174)-->node 2: (X[3371,1] (= 3) <= 3.9844515323638916)-->node 7: (X[3371,1] (= 3) <= 3.000603675842285)-->node 9: (X[3371,9] (= 1) > 0.01643943414092064)-->leaf node 12 (Yes)",Repetitive task,Want Challenging task
3372,[0 1 3],node 0-->node 1-->leaf node 3 (No),PerformanceRating-->MaritalStatus_Married-->No,"node 0: (X[3372,3] (= 3) <= 3.996037006378174)-->node 1: (X[3372,8] (= 0) <= 0.9974051713943481)-->leaf node 3 (No)",,
3373,[0 2 8],node 0-->node 2-->leaf node 8 (No),PerformanceRating-->TrainingHoursLastYear-->No,"node 0: (X[3373,3] (= 4) > 3.996037006378174)-->node 2: (X[3373,1] (= 5) > 3.9844515323638916)-->leaf node 8 (No)",,
3374,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3374,3] (= 4) > 3.996037006378174)-->node 2: (X[3374,1] (= 4) > 3.9844515323638916)-->leaf node 8 (Yes)",Family Responsibilities,Rigid Maternity Policy
3375,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3375,3] (= 5) > 3.996037006378174)-->node 2: (X[3375,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Repetitive task,Want Challenging task
3376,[ 0  2  7  9 12],node 0-->node 2-->node 7-->node 9-->leaf node 12 (Yes),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->Yes,"node 0: (X[3376,3] (= 5) > 3.996037006378174)-->node 2: (X[3376,1] (= 3) <= 3.9844515323638916)-->node 7: (X[3376,1] (= 3) <= 3.000603675842285)-->node 9: (X[3376,9] (= 1) > 0.01643943414092064)-->leaf node 12 (Yes)",Repetitive task,Want Challenging task
3377,[0 1 3],node 0-->node 1-->leaf node 3 (No),PerformanceRating-->MaritalStatus_Married-->No,"node 0: (X[3377,3] (= 3) <= 3.996037006378174)-->node 1: (X[3377,8] (= 0) <= 0.9974051713943481)-->leaf node 3 (No)",,
3378,[0 2 8],node 0-->node 2-->leaf node 8 (No),PerformanceRating-->TrainingHoursLastYear-->No,"node 0: (X[3378,3] (= 5) > 3.996037006378174)-->node 2: (X[3378,1] (= 4) > 3.9844515323638916)-->leaf node 8 (No)",,
3379,[0 1 3],node 0-->node 1-->leaf node 3 (No),PerformanceRating-->MaritalStatus_Married-->No,"node 0: (X[3379,3] (= 3) <= 3.996037006378174)-->node 1: (X[3379,8] (= 0) <= 0.9974051713943481)-->leaf node 3 (No)",,
3380,[0 2 8],node 0-->node 2-->leaf node 8 (No),PerformanceRating-->TrainingHoursLastYear-->No,"node 0: (X[3380,3] (= 4) > 3.996037006378174)-->node 2: (X[3380,1] (= 4) > 3.9844515323638916)-->leaf node 8 (No)",,
3381,[ 0  2  7  9 11],node 0-->node 2-->node 7-->node 9-->leaf node 11 (Yes),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->Yes,"node 0: (X[3381,3] (= 4) > 3.996037006378174)-->node 2: (X[3381,1] (= 3) <= 3.9844515323638916)-->node 7: (X[3381,1] (= 3) <= 3.000603675842285)-->node 9: (X[3381,9] (= 0) <= 0.01643943414092064)-->leaf node 11 (Yes)",Repetitive task,Want Challenging task
3382,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3382,3] (= 5) > 3.996037006378174)-->node 2: (X[3382,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Repetitive task,Want Challenging task
3383,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3383,3] (= 4) > 3.996037006378174)-->node 2: (X[3383,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Repetitive task,Want Challenging task
3384,[0 2 8],node 0-->node 2-->leaf node 8 (No),PerformanceRating-->TrainingHoursLastYear-->No,"node 0: (X[3384,3] (= 5) > 3.996037006378174)-->node 2: (X[3384,1] (= 5) > 3.9844515323638916)-->leaf node 8 (No)",,
3385,[ 0  2  7  9 12],node 0-->node 2-->node 7-->node 9-->leaf node 12 (No),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->No,"node 0: (X[3385,3] (= 5) > 3.996037006378174)-->node 2: (X[3385,1] (= 3) <= 3.9844515323638916)-->node 7: (X[3385,1] (= 3) <= 3.000603675842285)-->node 9: (X[3385,9] (= 1) > 0.01643943414092064)-->leaf node 12 (No)",,
3386,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[3386,3] (= 4) > 3.996037006378174)-->node 2: (X[3386,1] (= 4) > 3.9844515323638916)-->leaf node 8 (Yes)",Family Responsibilities,Rigid Maternity Policy
