ID,Gender,MaritalStatus,Education,CommuteDistance,PerformanceRating,PercentSalaryHike,MonthlyIncome,StockOptionLevel,CompanyProfit,Department,BusinessTravel,YearsWithCurrentManager,YearsSinceLastPromotion,JobSatisfaction,EnvironmentSatisfaction,TrainingHoursLastYear,TotalWorkingYears,YearsInCurrentRole,YearsAtCompany,NumbersCompaniesWorked,WorkLifeBal,JobLevel,Attrition,ReasonToManager,ReasonInExitInterview
17616,Male,Single,Post-Graduate,2,5,16,53167,2,-2,HR,2,1,0,3,3,2,19,5,5,2,2,Senior Developer,No,,
17617,Male,Married,Doctorate,4,5,8,78692,3,-1,People Management,3,4,4,4,2,2,16,7,11,2,3,Product Owner,Yes,Direction,Strategy 
17618,Female,Married,Graduate,1,3,6,92515,2,1,DevOps,3,4,6,3,1,2,15,6,14,3,1,VP,No,,
17619,Male,Married,Graduate,1,3,9,90317,2,1,Sales,3,4,2,5,4,2,20,3,9,2,1,Product Owner,Yes,Direction,Strategy 
17620,Female,Single,Post-Graduate,3,5,8,92818,3,-2,People Management,3,5,4,4,4,3,17,3,11,4,5,Product Owner,Yes,Direction,Strategy 
17621,Male,Married,Doctorate,2,3,11,54229,2,1,Training,3,5,4,4,4,2,10,3,9,3,3,Product Manager,No,,
17622,Female,Single,Post-Graduate,4,5,9,46866,2,1,Public Relations,3,3,2,3,1,2,14,3,10,2,3,Product Manager,No,,
17623,Male,Married,Graduate,2,5,6,78401,2,1,Consultancy,3,7,5,4,2,4,16,8,11,2,1,Product Owner,Yes,Direction,Strategy 
17624,Male,Married,Post-Graduate,1,3,8,79340,3,-2,HR,3,5,4,3,4,3,16,7,10,4,4,Product Owner,Yes,Direction,Strategy 
17625,Female,Married,Post-Graduate,3,3,14,63292,2,-2,Product Management,3,2,2,5,3,1,11,5,8,1,4,Senior Developer,Yes,Direction,Strategy 
17626,Male,Married,Post-Graduate,1,3,15,63909,2,-2,Development,2,2,0,1,5,4,12,5,8,4,3,Senior Developer,Yes,Direction,Strategy 
17627,Female,Married,Post-Graduate,3,3,6,78365,2,-1,Testing,3,4,0,3,5,3,8,3,8,1,3,Product Owner,No,,
17628,Male,Married,Graduate,3,5,12,59872,2,-1,Product Management,2,6,0,4,5,1,11,4,10,4,4,Product Manager,Yes,Direction,Strategy 
17629,Male,Married,Graduate,4,4,9,90832,2,0,People Management,3,3,0,2,3,2,18,11,14,4,1,VP,No,,
17630,Male,Married,Post-Graduate,4,3,14,56974,2,0,Training,3,2,3,5,4,4,20,4,8,1,4,Senior Developer,No,,
17631,Male,Married,Doctorate,3,3,13,52797,2,1,Product Management,3,2,1,5,4,1,8,4,7,2,5,Senior Developer,No,,
17632,Male,Married,Graduate,1,4,7,80411,3,-2,People Management,3,9,3,5,4,4,16,10,13,4,5,VP,Yes,Direction,Strategy 
17633,Female,Married,Doctorate,3,5,9,75036,2,0,DevOps,3,8,2,5,3,1,16,3,14,2,5,VP,No,,
17634,Male,Married,Graduate,4,4,7,91197,2,-2,Consultancy,3,7,5,5,2,1,12,5,9,4,4,Product Owner,No,,
17635,Male,Married,Graduate,4,4,7,78031,2,0,HR,3,4,2,2,3,1,18,9,12,2,4,VP,Yes,Direction,Strategy 
17636,Female,Married,Post-Graduate,1,5,12,54176,2,0,Testing,3,7,1,4,5,2,18,7,8,2,1,Product Manager,No,,
17637,Female,Married,Graduate,4,4,14,45272,2,-2,Public Relations,2,3,0,1,3,4,14,5,6,3,4,Senior Developer,No,,
17638,Male,Married,Post-Graduate,3,4,6,92763,3,-1,Sales,3,2,0,2,2,4,19,7,9,4,4,Product Owner,Yes,Direction,Strategy 
17639,Female,Married,Graduate,4,4,12,59294,2,-1,Sales,3,0,0,3,4,2,8,5,6,2,3,Senior Developer,No,,
17640,Male,Single,Graduate,2,3,12,54496,2,-2,Sales,2,1,3,5,2,2,8,5,6,2,5,Senior Developer,No,,
17641,Male,Married,Post-Graduate,3,3,7,93110,3,1,Product Management,3,8,6,2,2,1,18,5,13,2,3,VP,Yes,Direction,Strategy 
17642,Female,Married,Post-Graduate,4,3,6,88985,2,0,Public Relations,3,5,1,2,2,2,8,6,8,1,1,Product Owner,No,,
17643,Male,Married,Post-Graduate,4,5,15,53169,2,-1,Public Relations,3,2,0,3,4,1,16,5,5,4,2,Senior Developer,Yes,Direction,Strategy 
17644,Male,Married,Doctorate,2,4,15,50322,2,1,Sales,3,1,2,5,3,1,8,4,5,4,4,Senior Developer,Yes,Direction,Strategy 
17645,Female,Married,Graduate,1,4,9,75935,3,-1,Training,3,3,4,5,2,4,11,3,10,3,1,Product Owner,No,,
17646,Male,Divorced,Graduate,4,4,6,93396,2,0,Sales,3,3,2,5,1,1,14,8,10,4,2,Product Owner,No,,
17647,Male,Divorced,Post-Graduate,1,3,12,59659,2,-1,Training,3,4,0,1,3,4,11,6,8,3,3,Product Manager,No,,
17648,Female,Married,Post-Graduate,2,5,17,58737,2,1,Consultancy,3,1,0,3,2,4,14,5,8,2,1,Senior Developer,Yes,Direction,Strategy 
17649,Male,Married,Graduate,3,5,7,91637,2,1,People Management,3,2,5,3,1,4,8,8,8,1,2,Product Owner,Yes,Direction,Strategy 
17650,Male,Divorced,Graduate,2,5,12,63177,2,1,Product Management,3,2,1,3,1,1,20,5,5,2,1,Senior Developer,No,,
17651,Female,Married,Graduate,1,5,9,76563,3,0,DevOps,3,5,4,5,4,4,19,6,9,4,3,Product Owner,Yes,Direction,Strategy 
17652,Female,Married,Graduate,2,3,10,62105,2,0,People Management,2,4,1,2,2,2,18,7,8,3,3,Product Manager,No,,
17653,Female,Married,Graduate,4,3,6,81590,2,-1,Training,3,3,1,4,5,4,11,3,9,3,3,Product Owner,Yes,Direction,Strategy 
17654,Male,Single,Doctorate,3,5,12,52174,2,-1,Sales,2,5,4,4,4,2,18,4,9,2,1,Product Manager,No,,
17655,Male,Married,Post-Graduate,2,5,14,54592,2,-1,HR,3,2,1,5,4,2,9,4,5,4,5,Senior Developer,No,,
17656,Male,Married,Doctorate,2,4,8,81498,3,1,People Management,3,4,3,2,2,1,18,5,10,2,3,Product Owner,Yes,Direction,Strategy 
17657,Male,Divorced,Post-Graduate,1,4,13,61010,2,1,Training,2,1,3,5,2,2,13,4,8,2,5,Senior Developer,Yes,Direction,Strategy 
17658,Male,Married,Post-Graduate,4,5,15,45580,2,1,Training,2,0,0,4,4,4,16,5,8,1,4,Senior Developer,No,,
17659,Male,Divorced,Post-Graduate,2,5,6,92287,2,-2,Sales,3,7,2,3,2,2,18,4,11,2,1,VP,No,,
17660,Male,Married,Post-Graduate,4,4,9,93931,2,-1,Product Management,3,4,5,5,5,1,15,7,13,2,1,VP,No,,
17661,Female,Single,Doctorate,1,4,18,50138,2,-2,Development,2,0,2,5,5,3,14,5,8,1,3,Senior Developer,Yes,Direction,Strategy 
17662,Male,Married,Post-Graduate,1,3,6,84197,2,1,HR,3,3,4,4,1,1,20,11,12,2,5,VP,No,,
17663,Female,Divorced,Post-Graduate,2,5,12,61129,2,-2,Consultancy,2,4,3,4,3,4,13,7,9,3,2,Product Manager,Yes,Direction,Strategy 
17664,Male,Married,Post-Graduate,1,3,11,50744,2,-2,Training,3,7,3,5,4,1,18,5,9,4,1,Product Manager,Yes,Direction,Strategy 
17665,Male,Married,Post-Graduate,1,4,6,93461,2,-2,DevOps,3,5,1,2,5,4,18,10,11,4,3,VP,Yes,Direction,Strategy 
17666,Female,Married,Post-Graduate,1,5,12,57553,2,-2,Testing,3,0,0,4,5,1,13,3,8,3,3,Senior Developer,Yes,Direction,Strategy 
17667,Male,Single,Graduate,3,3,8,92407,2,-1,Testing,3,3,2,1,2,2,20,5,12,2,2,VP,Yes,Direction,Strategy 
17668,Male,Married,Graduate,4,5,8,75179,2,0,HR,3,7,6,4,5,1,19,4,11,3,5,VP,No,,
17669,Male,Married,Doctorate,3,3,7,79454,2,-2,DevOps,3,4,3,4,3,3,15,5,13,2,4,VP,Yes,Direction,Strategy 
17670,Male,Married,Post-Graduate,2,4,8,89844,3,0,Consultancy,3,7,0,2,4,2,15,11,11,3,3,VP,No,,
17671,Male,Married,Graduate,1,5,7,81287,2,0,Training,3,5,0,5,1,4,16,4,12,3,4,VP,Yes,Direction,Strategy 
17672,Male,Single,Post-Graduate,4,5,8,93850,3,1,HR,3,7,2,3,5,3,15,9,14,3,1,VP,Yes,Direction,Strategy 
17673,Male,Single,Graduate,1,3,9,51050,2,-2,Public Relations,2,5,5,4,5,1,19,4,8,2,1,Product Manager,Yes,Direction,Strategy 
17674,Male,Single,Graduate,2,5,10,60334,2,1,People Management,2,3,1,3,5,1,20,6,8,4,2,Product Manager,No,,
17675,Female,Divorced,Post-Graduate,4,4,8,85658,2,1,Product Management,3,3,5,2,4,4,19,6,14,3,4,VP,Yes,Direction,Strategy 
17676,Male,Married,Graduate,2,4,9,51934,2,1,Sales,3,5,2,2,3,3,17,4,9,3,5,Product Manager,No,,
17677,Female,Married,Post-Graduate,4,4,8,77506,3,-1,Consultancy,3,4,5,2,2,2,10,3,9,3,5,Product Owner,No,,
17678,Male,Married,Post-Graduate,3,3,7,76491,2,0,Testing,3,5,4,5,4,1,9,6,9,1,1,Product Owner,No,,
17679,Female,Married,Graduate,3,3,6,82453,3,0,Training,3,9,1,2,2,1,18,3,12,3,1,VP,Yes,Direction,Strategy 
17680,Female,Married,Post-Graduate,4,3,6,78474,2,-1,Testing,3,5,3,1,2,3,15,5,11,3,2,Product Owner,Yes,Direction,Strategy 
17681,Male,Married,Post-Graduate,4,5,7,84634,3,-2,HR,3,6,1,4,4,4,14,7,10,4,3,Product Owner,Yes,Direction,Strategy 
17682,Male,Married,Post-Graduate,2,5,7,75422,3,-1,Public Relations,3,3,2,1,5,2,20,4,14,2,5,VP,Yes,Direction,Strategy 
17683,Female,Single,Graduate,2,5,18,50385,2,-1,HR,3,2,0,4,3,1,15,4,5,2,4,Senior Developer,Yes,Direction,Strategy 
17684,Female,Divorced,Graduate,4,3,6,80642,2,-1,People Management,3,3,0,2,4,4,19,7,9,3,1,Product Owner,Yes,Direction,Strategy 
17685,Male,Married,Post-Graduate,1,5,7,84312,3,0,Consultancy,3,6,4,2,3,1,16,5,13,2,4,VP,Yes,Direction,Strategy 
17686,Male,Married,Post-Graduate,1,4,9,85212,2,-1,HR,3,3,1,3,1,1,11,5,9,4,2,Product Owner,Yes,Direction,Strategy 
17687,Male,Married,Graduate,4,4,10,45330,2,-1,Training,3,7,1,4,3,1,13,7,10,3,2,Product Manager,No,,
17688,Female,Divorced,Post-Graduate,1,4,8,45646,2,-1,People Management,3,6,5,2,3,3,13,4,10,2,5,Product Manager,Yes,Direction,Strategy 
17689,Male,Married,Graduate,4,5,14,58612,2,-2,Testing,3,3,1,4,1,1,9,4,5,3,3,Senior Developer,Yes,Direction,Strategy 
17690,Female,Divorced,Graduate,1,4,12,52631,2,-2,Public Relations,3,7,1,3,3,1,13,6,9,1,1,Product Manager,No,,
17691,Male,Married,Post-Graduate,3,3,17,63112,2,1,DevOps,3,0,3,4,3,2,11,4,5,1,5,Senior Developer,Yes,Direction,Strategy 
17692,Female,Married,Doctorate,2,3,11,60974,2,-1,DevOps,2,4,0,4,4,4,12,5,9,1,2,Product Manager,No,,
17693,Male,Married,Post-Graduate,2,5,9,49810,2,-2,People Management,3,5,0,5,2,3,11,4,9,3,3,Product Manager,No,,
17694,Male,Married,Graduate,4,4,13,60812,2,-1,DevOps,3,3,2,4,3,2,15,5,8,2,5,Senior Developer,Yes,Direction,Strategy 
17695,Male,Married,Graduate,1,3,8,91494,2,1,Testing,3,4,3,4,2,3,11,6,10,4,4,Product Owner,Yes,Direction,Strategy 
17696,Male,Married,Graduate,4,4,12,52134,2,-2,People Management,2,5,0,2,1,2,17,7,10,3,3,Product Manager,Yes,Direction,Strategy 
17697,Male,Married,Graduate,1,4,6,78426,2,-2,DevOps,3,3,2,1,3,4,17,11,14,2,3,VP,Yes,Direction,Strategy 
17698,Female,Married,Graduate,1,4,6,89143,2,0,DevOps,3,4,4,3,4,2,18,3,10,2,3,Product Owner,Yes,Direction,Strategy 
17699,Female,Divorced,Doctorate,2,4,6,91939,2,1,DevOps,3,7,5,3,2,4,9,3,9,1,2,Product Owner,No,,
17700,Male,Married,Post-Graduate,3,3,7,83689,2,1,Testing,3,2,0,2,2,4,9,4,9,1,4,Product Owner,Yes,Direction,Strategy 
17701,Female,Divorced,Graduate,2,4,11,45185,2,1,HR,2,4,3,3,4,4,15,4,9,1,1,Product Manager,No,,
17702,Male,Married,Post-Graduate,3,4,8,49082,2,1,Sales,2,2,0,3,3,2,15,3,8,1,3,Product Manager,Yes,Direction,Strategy 
17703,Male,Married,Graduate,1,3,13,58324,2,-1,Testing,2,1,3,4,4,3,14,5,6,2,4,Senior Developer,No,,
17704,Male,Single,Graduate,1,4,18,54501,2,1,DevOps,2,2,1,1,5,3,14,4,6,2,3,Senior Developer,Yes,Direction,Strategy 
17705,Female,Married,Graduate,4,4,8,89866,2,-2,Consultancy,3,5,2,4,1,2,19,6,13,3,2,VP,Yes,Direction,Strategy 
17706,Female,Divorced,Post-Graduate,2,5,6,80573,2,0,Sales,3,5,2,2,3,3,17,7,9,3,4,Product Owner,Yes,Direction,Strategy 
17707,Female,Married,Post-Graduate,1,4,18,55926,2,1,People Management,2,0,2,5,2,4,17,5,6,3,4,Senior Developer,Yes,Direction,Strategy 
17708,Male,Married,Post-Graduate,2,4,10,50944,2,1,Product Management,2,5,4,3,2,4,10,6,9,3,4,Product Manager,No,,
17709,Male,Married,Graduate,1,5,12,57690,2,-1,Consultancy,3,3,5,4,3,4,17,5,10,1,1,Product Manager,Yes,Direction,Strategy 
17710,Female,Married,Graduate,2,3,11,64433,2,-1,Public Relations,2,5,5,2,3,1,13,5,9,3,1,Product Manager,No,,
17711,Female,Married,Graduate,2,4,9,78170,3,1,Sales,3,8,4,3,2,3,20,8,12,4,4,VP,No,,
17712,Female,Married,Graduate,2,4,7,88337,3,1,Public Relations,3,7,5,1,2,4,18,10,14,4,5,VP,Yes,Direction,Strategy 
17713,Male,Single,Graduate,1,3,9,82830,3,0,Consultancy,3,9,0,5,5,1,16,11,13,3,4,VP,Yes,Direction,Strategy 
17714,Male,Married,Graduate,4,4,9,93342,2,1,HR,3,4,5,2,4,4,17,3,12,3,2,VP,Yes,Direction,Strategy 
17715,Male,Divorced,Graduate,1,5,8,80188,3,1,HR,3,2,4,1,5,4,13,3,10,3,5,Product Owner,Yes,Direction,Strategy 
17716,Female,Married,Graduate,1,4,8,76199,3,0,Development,3,6,4,4,5,4,17,4,10,3,2,Product Owner,Yes,Direction,Strategy 
17717,Male,Married,Doctorate,1,3,8,88354,2,-1,Public Relations,3,6,1,3,3,1,8,5,8,1,1,Product Owner,No,,
17718,Female,Single,Graduate,3,4,8,76342,2,0,Training,3,4,4,4,2,1,16,5,13,4,1,VP,No,,
17719,Male,Married,Post-Graduate,4,3,8,64146,2,-2,Product Management,2,2,3,2,4,1,16,6,9,3,5,Product Manager,Yes,Direction,Strategy 
17720,Female,Married,Post-Graduate,3,5,8,83469,3,0,HR,3,5,2,5,3,1,8,6,8,1,3,Product Owner,Yes,Direction,Strategy 
17721,Female,Married,Doctorate,2,4,12,63046,2,1,Sales,3,4,2,3,4,1,11,7,9,2,4,Product Manager,Yes,Direction,Strategy 
17722,Female,Single,Graduate,3,4,14,51035,2,0,HR,3,2,0,1,3,1,13,3,8,1,5,Senior Developer,Yes,Direction,Strategy 
17723,Female,Married,Graduate,4,5,9,90864,3,1,Testing,3,6,2,3,2,1,18,6,12,2,1,VP,No,,
17724,Female,Married,Doctorate,1,4,6,83057,2,-2,Sales,3,4,0,5,2,1,15,4,10,2,1,VP,No,,
17725,Female,Married,Post-Graduate,4,5,10,47381,2,-2,Public Relations,3,3,2,3,3,1,15,4,10,4,2,Product Manager,Yes,Direction,Strategy 
17726,Female,Married,Post-Graduate,4,3,11,46970,2,-2,Testing,2,7,4,2,4,2,9,6,8,1,3,Product Manager,No,,
17727,Female,Married,Graduate,3,3,6,79642,3,-2,Sales,3,5,5,3,3,1,9,7,9,1,5,Product Owner,Yes,Direction,Strategy 
17728,Female,Divorced,Post-Graduate,2,4,14,59830,2,-1,Training,3,3,0,3,3,4,15,4,5,4,2,Senior Developer,Yes,Direction,Strategy 
17729,Female,Married,Post-Graduate,3,3,9,81168,2,0,DevOps,3,3,4,1,5,1,10,7,9,2,2,Product Owner,Yes,Direction,Strategy 
17730,Female,Married,Graduate,2,5,6,89741,3,-2,Testing,3,5,2,4,5,1,11,4,10,3,1,Product Owner,Yes,Direction,Strategy 
17731,Female,Single,Post-Graduate,2,4,6,90170,2,1,Product Management,3,4,4,3,3,2,19,5,9,4,4,Product Owner,Yes,Direction,Strategy 
17732,Female,Divorced,Graduate,4,4,6,88678,3,-2,Public Relations,3,4,0,3,3,1,19,8,9,2,4,Product Owner,Yes,Direction,Strategy 
17733,Male,Married,Post-Graduate,2,4,12,60609,2,1,Training,2,2,4,4,2,1,19,7,10,3,2,Product Manager,No,,
17734,Male,Single,Doctorate,2,5,15,55815,2,0,People Management,3,3,2,1,1,4,13,5,7,3,2,Senior Developer,Yes,Direction,Strategy 
17735,Female,Married,Post-Graduate,4,4,13,55334,2,1,Public Relations,2,3,2,2,4,2,12,3,5,3,1,Senior Developer,No,,
17736,Male,Married,Post-Graduate,4,3,10,47414,2,0,DevOps,2,6,5,5,5,4,8,7,8,1,4,Product Manager,Yes,Direction,Strategy 
17737,Female,Divorced,Post-Graduate,2,3,9,63128,2,1,Testing,2,4,2,3,5,3,10,3,9,1,2,Product Manager,Yes,Direction,Strategy 
17738,Male,Married,Post-Graduate,4,3,8,79810,3,0,People Management,3,4,4,4,3,4,10,7,9,3,3,Product Owner,Yes,Direction,Strategy 
17739,Male,Married,Graduate,2,3,12,63772,2,-2,Development,2,7,3,3,5,4,12,3,9,2,3,Product Manager,Yes,Direction,Strategy 
17740,Male,Single,Post-Graduate,2,4,11,64737,2,-2,People Management,2,6,3,1,1,1,13,3,10,1,1,Product Manager,Yes,Direction,Strategy 
17741,Male,Single,Post-Graduate,3,3,10,62316,2,0,Testing,3,5,5,3,2,2,14,5,8,4,4,Product Manager,No,,
17742,Male,Married,Post-Graduate,4,4,10,63047,2,0,Development,2,2,4,4,3,4,10,3,9,4,1,Product Manager,Yes,Direction,Strategy 
17743,Male,Married,Graduate,4,3,7,92864,2,0,Development,3,5,3,4,5,1,18,7,12,4,1,VP,Yes,Direction,Strategy 
17744,Male,Married,Graduate,3,3,9,87335,2,-1,Testing,3,8,3,1,2,4,16,9,12,4,5,VP,Yes,Direction,Strategy 
17745,Female,Married,Graduate,3,4,7,86841,3,1,Training,3,8,0,5,2,4,18,4,14,4,5,VP,No,,
17746,Male,Married,Post-Graduate,3,3,9,77524,2,1,Product Management,3,9,5,5,3,2,16,5,14,2,2,VP,Yes,Direction,Strategy 
17747,Female,Married,Graduate,4,3,17,62364,2,1,Development,3,1,2,4,3,2,17,5,6,1,1,Senior Developer,No,,
17748,Female,Divorced,Doctorate,1,5,6,75163,2,0,Product Management,3,5,6,3,3,3,15,8,14,4,4,VP,No,,
17749,Male,Married,Graduate,2,3,7,85637,2,-2,Public Relations,3,5,3,1,3,2,17,4,10,4,5,Product Owner,No,,
17750,Female,Married,Graduate,1,3,8,78282,2,0,DevOps,3,5,0,5,3,2,19,9,14,4,2,VP,Yes,Direction,Strategy 
17751,Male,Married,Post-Graduate,2,4,8,90268,3,-1,People Management,3,7,5,2,4,1,20,11,11,2,3,VP,No,,
17752,Female,Married,Doctorate,1,4,8,80014,3,0,Testing,3,9,5,4,1,4,20,5,13,2,5,VP,Yes,Direction,Strategy 
17753,Male,Married,Graduate,4,3,12,54663,2,-2,DevOps,3,4,4,2,5,4,11,3,9,2,4,Product Manager,Yes,Direction,Strategy 
17754,Male,Married,Graduate,4,5,7,88555,2,-2,DevOps,3,9,0,2,3,2,17,6,14,3,4,VP,Yes,Direction,Strategy 
17755,Male,Single,Graduate,2,4,15,45633,2,-1,Sales,2,2,2,4,1,4,8,4,5,2,3,Senior Developer,Yes,Direction,Strategy 
17756,Male,Married,Post-Graduate,2,3,9,50487,2,1,Testing,2,5,3,2,4,1,18,4,9,4,2,Product Manager,No,,
17757,Male,Married,Graduate,1,4,7,81519,3,1,Public Relations,3,6,4,1,5,3,17,3,11,4,3,Product Owner,No,,
17758,Female,Single,Graduate,4,3,9,81471,3,-2,Public Relations,3,5,4,5,4,1,18,11,12,2,2,VP,Yes,Direction,Strategy 
17759,Male,Married,Post-Graduate,2,3,9,88934,2,1,Testing,3,2,3,4,5,2,17,5,9,4,3,Product Owner,No,,
17760,Female,Married,Doctorate,3,5,14,48943,2,-1,Development,2,3,2,3,2,1,12,4,7,4,3,Senior Developer,Yes,Direction,Strategy 
17761,Male,Married,Graduate,1,3,8,79193,3,1,Consultancy,3,4,2,4,3,4,15,4,10,2,4,VP,Yes,Direction,Strategy 
17762,Female,Married,Graduate,3,3,16,46827,2,-2,Product Management,2,2,2,3,3,1,18,4,7,1,4,Senior Developer,No,,
17763,Male,Married,Graduate,1,4,12,48169,2,-2,Public Relations,3,3,0,5,3,4,15,5,8,3,4,Senior Developer,Yes,Direction,Strategy 
17764,Male,Married,Graduate,3,3,6,84420,3,-1,Product Management,3,4,3,3,4,1,19,6,11,4,5,Product Owner,Yes,Direction,Strategy 
17765,Male,Married,Post-Graduate,1,4,9,85952,2,-1,Public Relations,3,3,2,2,4,1,8,8,8,1,2,Product Owner,No,,
17766,Male,Married,Graduate,1,4,6,88793,3,-1,Development,3,8,2,5,3,1,20,4,12,2,2,VP,No,,
17767,Male,Divorced,Post-Graduate,3,3,6,84613,2,-1,Product Management,3,4,6,4,2,4,15,3,11,4,5,VP,No,,
17768,Male,Married,Doctorate,2,5,18,47830,2,1,DevOps,2,0,3,3,4,4,19,5,7,2,4,Senior Developer,No,,
17769,Male,Married,Graduate,2,4,11,51061,2,-2,People Management,2,7,2,2,1,2,9,3,8,1,4,Product Manager,Yes,Direction,Strategy 
17770,Female,Married,Post-Graduate,3,4,18,55182,2,0,People Management,3,3,1,2,5,3,18,3,5,3,4,Senior Developer,Yes,Direction,Strategy 
17771,Male,Single,Post-Graduate,3,3,10,46099,2,-1,Sales,2,3,4,3,4,1,15,6,10,3,5,Product Manager,No,,
17772,Male,Married,Post-Graduate,1,5,13,45103,2,-2,Development,2,1,3,5,4,4,15,4,7,4,4,Senior Developer,No,,
17773,Male,Divorced,Graduate,3,5,8,80809,3,0,Product Management,3,4,5,3,4,2,19,9,13,2,5,VP,Yes,Direction,Strategy 
17774,Female,Divorced,Graduate,1,3,9,94818,3,-1,DevOps,3,3,1,2,1,2,10,8,9,2,3,Product Owner,Yes,Direction,Strategy 
17775,Female,Married,Graduate,3,4,10,58167,2,0,HR,2,2,3,4,3,4,10,3,9,1,2,Product Manager,Yes,Direction,Strategy 
17776,Female,Married,Post-Graduate,2,5,12,60861,2,-1,DevOps,2,2,5,4,1,3,20,3,10,3,4,Product Manager,Yes,Direction,Strategy 
17777,Male,Married,Graduate,4,5,11,61415,2,-2,Public Relations,2,6,4,4,2,1,20,5,9,4,3,Product Manager,No,,
17778,Male,Single,Graduate,2,3,11,50103,2,0,Testing,2,2,2,2,5,4,19,3,10,1,3,Product Manager,No,,
17779,Male,Divorced,Graduate,3,3,9,79668,2,0,Consultancy,3,7,3,2,1,4,17,10,13,4,2,VP,Yes,Direction,Strategy 
17780,Female,Married,Graduate,1,4,9,45682,2,-2,Development,3,5,0,3,2,3,9,7,8,3,2,Product Manager,Yes,Direction,Strategy 
17781,Female,Divorced,Graduate,4,3,9,50121,2,1,DevOps,3,7,1,2,5,1,17,3,8,4,3,Product Manager,Yes,Direction,Strategy 
17782,Female,Married,Post-Graduate,3,4,9,86953,2,-2,Training,3,5,6,5,4,1,15,4,13,4,3,VP,No,,
17783,Male,Married,Post-Graduate,1,5,10,64589,2,1,DevOps,2,6,2,5,2,4,17,4,8,3,2,Product Manager,Yes,Direction,Strategy 
17784,Male,Single,Post-Graduate,3,3,15,64514,2,0,Testing,3,0,1,4,4,4,13,4,8,4,2,Senior Developer,No,,
17785,Male,Married,Post-Graduate,3,3,8,82892,2,-1,Sales,3,3,2,1,1,4,17,8,10,4,2,VP,Yes,Direction,Strategy 
17786,Female,Married,Graduate,2,4,10,59203,2,0,HR,3,6,3,2,5,1,17,6,9,2,4,Product Manager,Yes,Direction,Strategy 
17787,Male,Married,Graduate,3,5,8,92243,2,-2,Product Management,3,8,5,3,4,2,18,3,12,2,3,VP,Yes,Direction,Strategy 
17788,Male,Married,Graduate,2,3,13,60334,2,-2,Development,3,3,3,1,4,4,12,4,7,2,4,Senior Developer,No,,
17789,Male,Married,Graduate,3,3,18,60703,2,1,DevOps,2,3,2,3,5,2,15,5,7,3,5,Senior Developer,No,,
17790,Male,Married,Graduate,3,4,10,49317,2,-2,Training,3,3,1,3,4,4,13,6,9,3,3,Product Manager,Yes,Direction,Strategy 
17791,Male,Married,Post-Graduate,1,5,12,52869,2,0,Consultancy,2,7,5,3,5,1,8,6,8,1,4,Product Manager,Yes,Direction,Strategy 
17792,Male,Married,Graduate,1,4,9,47067,2,0,Consultancy,3,3,5,2,4,4,18,7,10,3,3,Product Manager,No,,
17793,Male,Married,Post-Graduate,2,3,6,84300,2,-1,Product Management,3,9,4,4,3,1,15,8,12,4,4,VP,Yes,Direction,Strategy 
17794,Female,Married,Post-Graduate,4,4,8,62020,2,-1,DevOps,2,6,1,3,2,2,18,6,8,2,1,Product Manager,Yes,Direction,Strategy 
17795,Female,Married,Graduate,4,3,12,60168,2,-2,HR,2,6,1,4,5,1,17,7,9,1,1,Product Manager,Yes,Direction,Strategy 
17796,Male,Married,Graduate,1,4,8,77271,3,0,Training,3,3,0,5,5,4,17,7,11,2,1,Product Owner,Yes,Direction,Strategy 
17797,Male,Married,Graduate,4,3,9,50529,2,1,DevOps,2,6,4,5,1,4,14,6,10,4,4,Product Manager,No,,
17798,Male,Married,Graduate,4,5,8,94400,3,-2,DevOps,3,6,3,2,1,3,14,4,11,2,3,Product Owner,No,,
17799,Male,Married,Graduate,2,4,11,59062,2,0,Public Relations,2,7,4,5,3,2,20,4,9,2,1,Product Manager,Yes,Direction,Strategy 
17800,Male,Married,Doctorate,4,3,16,48253,2,-2,Testing,2,1,1,3,2,2,13,3,8,4,4,Senior Developer,Yes,Direction,Strategy 
17801,Male,Married,Post-Graduate,2,4,12,52228,2,-2,Testing,2,7,3,4,5,1,12,6,9,1,4,Product Manager,Yes,Direction,Strategy 
17802,Male,Single,Post-Graduate,3,4,8,86690,3,-2,Consultancy,3,4,6,2,1,2,16,3,12,2,3,VP,Yes,Direction,Strategy 
17803,Male,Single,Post-Graduate,3,3,8,88080,2,-1,People Management,3,5,5,4,5,4,20,4,10,2,1,Product Owner,No,,
17804,Female,Divorced,Post-Graduate,2,5,6,91058,2,-2,Public Relations,3,8,2,5,2,2,19,3,14,3,1,VP,Yes,Direction,Strategy 
17805,Female,Married,Post-Graduate,2,5,16,55044,2,0,DevOps,2,1,3,1,4,1,19,4,7,3,3,Senior Developer,No,,
17806,Male,Married,Graduate,1,5,8,49569,2,-1,DevOps,2,2,1,1,2,4,15,6,10,4,3,Product Manager,No,,
17807,Male,Married,Doctorate,3,3,6,92586,2,1,Sales,3,6,5,1,4,4,16,8,11,4,2,VP,Yes,Direction,Strategy 
17808,Female,Married,Post-Graduate,3,3,11,50931,2,-1,Sales,2,7,1,5,1,4,13,3,8,2,4,Product Manager,Yes,Direction,Strategy 
17809,Male,Single,Post-Graduate,4,5,9,57147,2,-1,HR,2,6,0,2,2,4,14,7,8,4,4,Product Manager,No,,
